帳號名稱,賣家,價格(USD),價格(TWD),手續費(TWD),總價(TWD),分數,類別,商品連結,幣別,價格分,內容分,內容全文,帳號價值分析,抓取時間
[CHT] 3400 Sands from Opening Packs / 1000 Sands from Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tokens /,Freesinging,1.73,55.36,2.77,58.13,17,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1755139517710WR,USD,3.53,26,"Buy [CHT] 3400 Sands from Opening Packs / 1000 Sands from Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tokens / from Freesinging | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [CHT] 3400 Sands from Opening Packs / 1000 Sands from Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tokens / 产品信息 交易时间 立即 交易方式 自动发货 Platform Android [CHT] 3400 Sands from Opening Packs / 1000 Sands from Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tokens / 2000 Cards / Android & iOS verified_user 免费保险 14天 2 可用库存 remove add 总额 1.73 USD 立即购买 thumb_up 100.00% 已售出11 Freesinging 用户等级 105 116 聊天 military_tech 99.67% 完单率 store 加入时间, 2025年2月20日 thumb_up 98.72% 全部评价 Rare Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、ur(+8)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[CHT] 3000 Hourglasses from Pack Opening / 1000 Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tickets /,Freesinging,1.73,55.36,2.77,58.13,17,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1765699990012BA,USD,3.53,26,"Buy [CHT] 3000 Hourglasses from Pack Opening / 1000 Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tickets / from Freesinging | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [CHT] 3000 Hourglasses from Pack Opening / 1000 Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tickets / 产品信息 交易时间 立即 交易方式 自动发货 Platform Android [CHT] 3000 Hourglasses from Pack Opening / 1000 Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tickets / 2000 Cards / Android & iOS verified_user 免费保险 14天 96 可用库存 remove add 总额 1.73 USD 立即购买 thumb_up 100.00% 已售出6 Freesinging 用户等级 105 116 聊天 military_tech 99.67% 完单率 store 加入时间, 2025年2月20日 thumb_up 98.72% 全部评价 Rare Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、ur(+8)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Global | 26 Poke Gold | 2000+ Pack Hourglass | 2000+ Wonder Hourglass | Random Reality Card & Random Reality Card & 2 Crown Card,LootKings,1.8,57.6,2.88,60.48,35,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1768633755972SF,USD,3.85,56,"Buy Global | 26 Poke Gold | 2000+ Pack Hourglass | 2000+ Wonder Hourglass | Random Reality Card & Random Reality Card & 2 Crown Card from LootKings | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Global | 26 Poke Gold | 2000+ Pack Hourglass | 2000+ Wonder Hourglass | Random Reality Card & Random Reality Card & 2 Crown Card 产品信息 交易时间 10分钟 Platform Android Global | 26 Poke Gold | 2000+ Pack Hourglass | 2000+ Wonder Hourglass | Random Reality Card & Random Reality Card & 2 Crown Cards (ALL Card 3000) verified_user 免费保险 14天 99 可用库存 remove add 总额 1.80 USD 立即购买 thumb_up 100.00% 已售出2 LootKings 用户等级 123 233 聊天 military_tech 99.54% 完单率 store 加入时间, 2023年1月15日 thumb_up 99.29% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
Global | 20 Poke Gold | 2000+ Pack Hourglass | 800+ Wonder Hourglass | 2000 Shop Tickets & 3 Random Cards,LootKings,1.8,57.6,2.88,60.48,23,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1768633819128AY,USD,3.85,36,"Buy Global | 20 Poke Gold | 2000+ Pack Hourglass | 800+ Wonder Hourglass | 2000 Shop Tickets & 3 Random Cards from LootKings | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket Global | 20 Poke Gold | 2000+ Pack Hourglass | 800+ Wonder Hourglass | 2000 Shop Tickets & 3 Random Cards 产品信息 交易时间 10分钟 Platform Android Global | 20 Poke Gold | 2000+ Pack Hourglass | 800+ Wonder Hourglass | 2000 Shop Tickets & 3 Random Cards verified_user 免费保险 14天 100 可用库存 remove add 总额 1.80 USD 立即购买 thumb_up 0.00% 已售出0 LootKings 用户等级 123 233 聊天 military_tech 99.54% 完单率 store 加入时间, 2023年1月15日 thumb_up 99.29% 全部评价 Legendary Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、poke gold(+10)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
XB-04[Global]Random Crown | 2800 Pack HG | 2200 Wonder HG | 40 Poke G | 1385 Draws | Banner×9 | Android&IOS,coinsgod,1.81,57.92,2.9,60.82,16,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1744205022856UN,USD,3.9,24,"Buy XB-04[Global]Random Crown | 2800 Pack HG | 2200 Wonder HG | 40 Poke G | 1385 Draws | Banner×9 | Android&IOS from coinsgod | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket XB-04[Global]Random Crown | 2800 Pack HG | 2200 Wonder HG | 40 Poke G | 1385 Draws | Banner×9 | Android&IOS 产品信息 交易时间 10分钟 Platform Android XB-04[Global]Random Crown | 2800 Pack HG | 2200 Wonder HG | 40 Poke G | 1385 Draws | Banner×9 | Android&IOS verified_user 免费保险 14天 99.9k 可用库存 remove add 总额 1.81 USD 立即购买 thumb_up 100.00% 已售出52 coinsgod 用户等级 124 424 聊天 military_tech 99.71% 完单率 store 加入时间, 2022年11月4日 thumb_up 99.62% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：crown(+20)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
XB-04[Global]Random Crown | 2800 Pack HG | 2200 Wonder HG | 40 Poke G | 1385 Draws | Banner×9 | Android&IOS,coinsgod,1.81,57.92,2.9,60.82,16,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1744205066614SG,USD,3.9,24,"Buy XB-04[Global]Random Crown | 2800 Pack HG | 2200 Wonder HG | 40 Poke G | 1385 Draws | Banner×9 | Android&IOS from coinsgod | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket XB-04[Global]Random Crown | 2800 Pack HG | 2200 Wonder HG | 40 Poke G | 1385 Draws | Banner×9 | Android&IOS 产品信息 交易时间 10分钟 Platform IOS XB-04[Global]Random Crown | 2800 Pack HG | 2200 Wonder HG | 40 Poke G | 1385 Draws | Banner×9 | Android&IOS verified_user 免费保险 14天 99.9k 可用库存 remove add 总额 1.81 USD 立即购买 thumb_up 100.00% 已售出15 coinsgod 用户等级 124 424 聊天 military_tech 99.71% 完单率 store 加入时间, 2022年11月4日 thumb_up 99.62% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：crown(+20)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[CHT] Pokémon Gold & Diamond 30 / Hourglass 2700 from Pack Opening / Hourglass 800 from Challenge / Shop Ticket 3500 /,Freesinging,1.81,57.92,2.9,60.82,17,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1765699197266KJ,USD,3.9,26,"Buy [CHT] Pokémon Gold & Diamond 30 / Hourglass 2700 from Pack Opening / Hourglass 800 from Challenge / Shop Ticket 3500 / from Freesinging | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [CHT] Pokémon Gold & Diamond 30 / Hourglass 2700 from Pack Opening / Hourglass 800 from Challenge / Shop Ticket 3500 / 产品信息 交易时间 立即 交易方式 自动发货 Platform Android [CHT] Pokémon Gold & Diamond 30 / Hourglass 2700 from Pack Opening / Hourglass 800 from Challenge / Shop Ticket 3500 / Card 1500 / Android & iOS verified_user 免费保险 14天 100 可用库存 remove add 总额 1.81 USD 立即购买 thumb_up 100.00% 已售出1 Freesinging 用户等级 105 116 聊天 military_tech 99.67% 完单率 store 加入时间, 2025年2月20日 thumb_up 98.72% 全部评价 Rare Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、ur(+8)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[GLOBAL] 1x Crown Rare Card | 26 Poke Gold | 1300 Pack Hourglass | 1500 Wonder Hourglass | Nintendo,dragonsong,1.82,58.24,2.91,61.15,35,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1762048773206VF,USD,3.94,56,"Buy [GLOBAL] 1x Crown Rare Card | 26 Poke Gold | 1300 Pack Hourglass | 1500 Wonder Hourglass | Nintendo from dragonsong | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [GLOBAL] 1x Crown Rare Card | 26 Poke Gold | 1300 Pack Hourglass | 1500 Wonder Hourglass | Nintendo 产品信息 交易时间 10分钟 Platform Android GLOBAL = previous cards have random language *After new PACK opened, it will follow the settings language (must change after login) Nintendo Login works for ANDROID/IOS Fast Delivery 收回 verified_user 免费保险 14天 1 可用库存 remove add 总额 1.82 USD 立即购买 thumb_up 0.00% 已售出0 dragonsong 用户等级 146 16.9k 聊天 military_tech 94.33% 完单率 store 加入时间, 2016年10月14日 thumb_up 97.6% 全部评价 Rare Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：crown(+20)、gold(+14)、poke gold(+10)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[CHT] Pokémon Gold & Diamond 30 / Hourglass 3400 from Pack Opening / Hourglass 1000 from Challenge / Shop Ticket 5000 /,Freesinging,1.88,60.16,3.01,63.17,17,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1748161152727QM,USD,4.22,26,"Buy [CHT] Pokémon Gold & Diamond 30 / Hourglass 3400 from Pack Opening / Hourglass 1000 from Challenge / Shop Ticket 5000 / from Freesinging | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [CHT] Pokémon Gold & Diamond 30 / Hourglass 3400 from Pack Opening / Hourglass 1000 from Challenge / Shop Ticket 5000 / 产品信息 交易时间 立即 交易方式 自动发货 Platform Android [CHT] Pokémon Gold & Diamond 30 / Hourglass 3400 from Pack Opening / Hourglass 1000 from Challenge / Shop Ticket 5000 / Card 2000 / Android & iOS verified_user 免费保险 14天 1 可用库存 remove add 总额 1.88 USD 立即购买 thumb_up 100.00% 已售出34 Freesinging 用户等级 105 116 聊天 military_tech 99.67% 完单率 store 加入时间, 2025年2月20日 thumb_up 98.72% 全部评价 Rare Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、ur(+8)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
(Global) 1385 Lottery includes: 40 Pokémon Gold Diamonds + 2800 Pack Hourglasses + 2200 Challenge Hourglasses | 1 Random Crown C,AliceGame,1.82,58.24,2.91,61.15,29,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1772757146650QO,USD,3.94,46,"Buy (Global) 1385 Lottery includes: 40 Pokémon Gold Diamonds + 2800 Pack Hourglasses + 2200 Challenge Hourglasses | 1 Random Crown C from AliceGame | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket (Global) 1385 Lottery includes: 40 Pokémon Gold Diamonds + 2800 Pack Hourglasses + 2200 Challenge Hourglasses | 1 Random Crown C 产品信息 交易时间 10分钟 Platform IOS (Global) 1385 Lottery includes: 40 Pokémon Gold Diamonds + 2800 Pack Hourglasses + 2200 Challenge Hourglasses | 1 Random Crown Card | Challenge Card Rewards: Random 9 Rounds verified_user 免费保险 14天 9.9k 可用库存 remove add 总额 1.82 USD 立即购买 thumb_up 0.00% 已售出0 AliceGame 用户等级 123 390 聊天 military_tech 100% 完单率 store 加入时间, 2023年12月4日 thumb_up 99.71% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
(Global) 1385 Lottery includes: 40 Pokémon Gold Diamonds + 2800 Pack Hourglasses + 2200 Challenge Hourglasses | 1 Random Crown C,AliceGame,1.82,58.24,2.91,61.15,29,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1772757127188XU,USD,3.94,46,"Buy (Global) 1385 Lottery includes: 40 Pokémon Gold Diamonds + 2800 Pack Hourglasses + 2200 Challenge Hourglasses | 1 Random Crown C from AliceGame | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket (Global) 1385 Lottery includes: 40 Pokémon Gold Diamonds + 2800 Pack Hourglasses + 2200 Challenge Hourglasses | 1 Random Crown C 产品信息 交易时间 10分钟 Platform Android (Global) 1385 Lottery includes: 40 Pokémon Gold Diamonds + 2800 Pack Hourglasses + 2200 Challenge Hourglasses | 1 Random Crown Card | Challenge Card Rewards: Random 9 Rounds verified_user 免费保险 14天 9.9k 可用库存 remove add 总额 1.82 USD 立即购买 thumb_up 0.00% 已售出0 AliceGame 用户等级 123 390 聊天 military_tech 100% 完单率 store 加入时间, 2023年12月4日 thumb_up 99.71% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：crown(+20)、gold(+14)、ur(+8)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[CHT] 3400 Hourglasses from Pack Opening / 1000 Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tickets /,Freesinging,1.88,60.16,3.01,63.17,17,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1765699627547VZ,USD,4.22,26,"Buy [CHT] 3400 Hourglasses from Pack Opening / 1000 Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tickets / from Freesinging | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [CHT] 3400 Hourglasses from Pack Opening / 1000 Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tickets / 产品信息 交易时间 立即 交易方式 自动发货 Platform Android [CHT] 3400 Hourglasses from Pack Opening / 1000 Challenge Hourglasses / 30 Pokémon Gold Bricks / 5000 Shop Tickets / 2000 Cards / Android & iOS verified_user 免费保险 14天 93 可用库存 remove add 总额 1.88 USD 立即购买 thumb_up 100.00% 已售出10 Freesinging 用户等级 105 116 聊天 military_tech 99.67% 完单率 store 加入时间, 2025年2月20日 thumb_up 98.72% 全部评价 Rare Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、ur(+8)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
[Global] (CHT) 30 Pokémon Gold Diamonds | 3400 Pack Sands | 1000 Challenge Sands | 5000 Shop Vouchers | 2000 Cards | Android & i,AliceGame,1.94,62.08,3.1,65.18,13,初始號,https://www.g2g.com/categories/pokemon-tcg-pocket-accounts/offer/G1769598994597IY,USD,4.49,18,"Buy [Global] (CHT) 30 Pokémon Gold Diamonds | 3400 Pack Sands | 1000 Challenge Sands | 5000 Shop Vouchers | 2000 Cards | Android & i from AliceGame | g2g.com | Buy safe TW 成为卖家 登录 / 注册 首页 > 游戏账号 > Pokemon TCG Pocket [Global] (CHT) 30 Pokémon Gold Diamonds | 3400 Pack Sands | 1000 Challenge Sands | 5000 Shop Vouchers | 2000 Cards | Android & i 产品信息 交易时间 10分钟 Platform Android [Global] (CHT) 30 Pokémon Gold Diamonds | 3400 Pack Sands | 1000 Challenge Sands | 5000 Shop Vouchers | 2000 Cards | Android & iOS verified_user 免费保险 14天 9.9k 可用库存 remove add 总额 1.94 USD 立即购买 thumb_up 100.00% 已售出2 AliceGame 用户等级 123 390 聊天 military_tech 100% 完单率 store 加入时间, 2023年12月4日 thumb_up 99.71% 全部评价 Epic Seller G2G是一个全面的游戏相关产品在线市场。我们致力于为游戏社区的利益创新。 © 2026 G2G.com 关于我们 服务条款 协议条款 隐私政策 帮助中心 日间模式",初始號；命中關鍵字：gold(+14)、pack(+4)；綜合表現中等，建議比對賣家評價後再決定,2026-04-02T17:43:03
